phone_full_name,phone_review_rating,phone_rate_number,phone_sale_price,phone_list_price,phone_discount,phone_brand,phone_dim,phone_weight,phone_ASIN,phone_model_numer,phone_batteries,phone_os,phone_ram,phone_wire_com_tech,phone_conn_tech,phone_is_GPS,phone_special_features,phone_display_tech,phone_other_display_features,phone_human_int_input,phone_scanner_res,phone_other_cam_features,phone_from_factor,phone_color,phone_batt_power_rating,phone_set,phone_manufacturer,phone_date,phone_mem_storage_cap,phone_standing_screen_display_size,phone_ram_memory_installed_size,phone_cust_rev_5_perc,phone_cust_rev_4_perc,phone_cust_rev_3_perc,phone_cust_rev_2_perc,phone_cust_rev_1_perc,phone_cust_say
"SAMSUNG Galaxy S22+ Plus 5G (256GB, 8GB) 6.6"" AMOLED, 50MP 4K Camera, Volte (Fully Unlocked for AT&T, Verizon, T-Mobile, Global) S906U1 US Warranty (Green)",4.6,3 ratings,$462.25,$549.95,16%,SAMSUNG,Sorry bro,12 ounces,B0DS1JDQN7,S906U1,Sorry bro,android,Sorry bro,Sorry bro,"4G LTE, 5G",True,Sorry bro,Sorry bro,Wireless,Sorry bro,1080 x 2340,Sorry bro,Bar,Green,Sorry bro,"User Guide, SIM Tray Ejector, USB Cable",Samsung,"January 1, 2025",256 GB,6.6 Inches,8 GB,Sorry bro,Sorry bro,63%,Sorry bro,Sorry bro,{}
Samsung Galaxy S7 Edge G935A 32GB - Gold Platinum (AT&T),3.7,174 ratings,$199.99,Sorry bro,0%,SAMSUNG,5.94 x 0.3 x 2.86 inches,5.5 ounces,B01GIPLPY0,Samsung Galaxy S7 32GB,1 Lithium Metal batteries required.,android,Sorry bro,"Bluetooth, Cellular, Wi-Fi, NFC","Bluetooth, Wi-Fi, USB, NFC",True,Sorry bro,"AMOLED, LED",Wireless,Touchscreen,2560 x 1440,Front,Smartphone,Gold Platinum,Sorry bro,Sorry bro,No,"June 2, 2016",32 GB,5.5 Inches,4 GB,Sorry bro,24%,Sorry bro,Sorry bro,Sorry bro,"{'Functionality': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Screen resolution': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Condition': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Charger': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '25', 'neg_rev': '7', 'tone': 'NEGATIVE'}}"
"BlackBerry Passport SQW100-1 Factory Unlocked Cellphone, 32GB, Black",2.8,22 ratings,$314.88,Sorry bro,0%,BlackBerry,1 x 1 x 1 inches,1 pounds,B01LQXR8B8,SQW100-1,Sorry bro,BlackBerry 10.0,3 GB,Cellular,Wi-Fi,True,Sorry bro,"LCD, LED",Wireless,Keyboard,1440 x 1440,Front,Smartphone,black,Sorry bro,USB Cable,No,"December 1, 2015",32 GB,4.5 Inches,3 GB,15%,14%,Sorry bro,42%,Sorry bro,{}
Nokia G60 5G | Android 14 | Dual SIM | Unlocked Smartphone | 6/128GB | 6.58-Inch Screen | 50MP Triple Camera | Ice Gray,3.9,9 ratings,$279.00,$279.00,42%,Nokia,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,15%,Sorry bro,Sorry bro,42%,Sorry bro,{}
"BlackBerry Q5 8GB RFS121LW SQR100-2 (GSM Only, No CDMA) Factory Unlocked 4G/LTE Qwerty Simfree Cell Phone - (White)",4.2,4 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy J1 4G LTE White Smartphone - GSM Unlocked,3.9,271 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tracfone $25 Unlimited Talk, Text, 2GB Data - 30 Day Smartphone Plan",4.3,"1,052 ratings",$29.99,$10.00,0%,Tracfone,5 x 3 x 0.04 inches,0.317 ounces,B07VQK9F42,Sorry bro,Sorry bro,Windows Mobile 6.5,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,Front,Smartphone,Sorry bro,Sorry bro,Sorry bro,Tracfone,"July 24, 2019",Sorry bro,Sorry bro,Sorry bro,5%,14%,Sorry bro,2%,Sorry bro,{}
"SAMSUNG Galaxy S23+ Plus Clear Gadget Phone Case, Protective Cover w/ Grip, Kickstand, Premium Material, Detachable Mount for Accessories, US Version, EF-XS916CTEGUS, Transparent",3.8,22 ratings,$8.28,$8.28,42%,SAMSUNG,6.25 x 3.1 x 0.8 inches,2.39 ounces,B0BQ3P9P9B,EF-XS916CTEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Kickstand,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Transparency,Sorry bro,Kickstand,SAMSUNG,"February 1, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,24%,Sorry bro,Sorry bro,Sorry bro,{}
"Motorola Moto G04s XT2421-7 4G/LTE Dual SIM, 6.56"" 90Hz Display, 128/4GB, Unlocked (Blue)",Sorry bro,Sorry bro,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy S22 S-View Flip Cover, Protective Phone Case, Tap Control, Cutting Edge Design, US Version, White, (EF-ZS901CWEGUS)",4.5,54 ratings,$10.95,$15.98,0%,SAMSUNG,5.9 x 2.97 x 0.53 inches,2.39 ounces,B09NB7DCHB,EF-ZS901CWEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Lightweight,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Flip,White,Sorry bro,Cover,Samsung,"February 9, 2022",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,13%,Sorry bro,Sorry bro,{}
Apple iPhone 13 Pro Max Leather Case with MagSafe - Dark Cherry,4.5,774 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motorola Edge+ (2022) Protective Case- Living Coral Precision fit, Stylish Shock Absorbing Phone Cases [NOT for Edge+ 2020/Edge+ 2023, Edge 2021/Edge 5G UW 2021, & Edge 2022]",4.2,73 ratings,$11.99,$17.99,0%,Motorola,6.58 x 3.15 x 0.49 inches,1.1 ounces,B09PC62YB6,EDGEPLUS22-SC-LC,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Salom America Company,"February 24, 2022",Sorry bro,Sorry bro,Sorry bro,65%,Sorry bro,3%,Sorry bro,Sorry bro,"{'Color': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone case quality': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'MIXED'}, 'Smudge resistance': {'pos_rev': '5', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"Samsung Galaxy S7 Edge, 5.5"" 32GB (Verizon Wireless) - Black",3.9,350 ratings,$89.95,Sorry bro,0%,Samsung,2.85 x 0.3 x 5.94 inches,5.6 ounces,B01CJ3SCCI,Galaxy S7 Edge,1 Lithium Polymer batteries required. (included),Android,32 GB,Cellular,Wi-Fi,True,"smartphone, dual-camera, touchscreen, lte",Sorry bro,Wireless,Touchscreen,[EG] 2560 x 1440,12 MP,Smartphone,Black,Sorry bro,Samsung Galaxy S7 Edge;Pre-Installed SIM Card;Wall Charger;USB Cable,No,"March 2, 2016",32 GB,5.5 Inches,4 GB,25%,Sorry bro,Sorry bro,Sorry bro,11%,"{'Phone quality': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Build quality': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Picture quality': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'MIXED'}, 'Screen scratching': {'pos_rev': '67', 'neg_rev': '6', 'tone': 'MIXED'}}"
Motorola Razr 40 Dual-Sim 256GB ROM + 8GB RAM (GSM Only | No CDMA) Factory Unlocked 5G Smartphone (Sage Green) - International Version,Sorry bro,Sorry bro,$399.99,Sorry bro,0%,Motorola,5.76 x 4.38 x 4.54 inches,12.9 ounces,B0C7R2CLX7,S9133209,Sorry bro,Android 13.0,8 GB,Cellular,USB,True,Sorry bro,Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Foldable Screen,Sage Green,4200,"[USB Cable, Power Adapter]",Motorola,"June 12, 2023",256 GB,6.5,8 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"BlackBerry Passport SQW100-1 Factory Unlocked Cellphone, 32GB, Black",2.8,22 ratings,$314.88,Sorry bro,0%,BlackBerry,1 x 1 x 1 inches,1 pounds,B01LQXR8B8,SQW100-1,Sorry bro,BlackBerry 10.0,3 GB,Cellular,Wi-Fi,True,Sorry bro,"LCD, LED",Wireless,Keyboard,1440 x 1440,Front,Smartphone,black,Sorry bro,USB Cable,No,"December 1, 2015",32 GB,4.5 Inches,3 GB,15%,14%,Sorry bro,42%,Sorry bro,{}
Nokia G60 5G | Android 14 | Dual SIM | Unlocked Smartphone | 6/128GB | 6.58-Inch Screen | 50MP Triple Camera | Ice Gray,3.9,(9),Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiaomi Redmi Note 14 Pro+ Plus 5G + 4G LTE (for Tmobile Mint Tello & Global) (512GB + 12GB) NFC 6.67"" 120Hz 200MP Pro AI Camera Model 24115RA8EG Unlocked Dual Sim (Frost Blue)",3.4,7 ratings,$439.00,"$1,099.00",0%,Xiaomi,Sorry bro,1.38 pounds,B0DSQV48FV,24115RA8EG,1 Lithium Polymer batteries required. (included),Hyper OS Based on Android 14,Sorry bro,Sorry bro,"2G, 3G, 4G, 5G",True,Dual SIM,Sorry bro,Wireless,Sorry bro,2712 x 1220,Sorry bro,Smartphone,Frost Blue,5110 Milliamp Hours,"SIM Tray Ejector, Wall Adapter 45W, USB Cable",Xiaomi,"January 10, 2025",512 GB,6.67 Inches,12 GB,Sorry bro,Sorry bro,53%,Sorry bro,Sorry bro,{}
"Tracfone Motorola Moto g Pure, 32GB, Blue - Prepaid Smartphone (Locked)",4.2,"2,973 ratings",$82.79,Sorry bro,0%,TracFone,6.51 x 2.97 x 0.35 inches,6.6 ounces,B09NWDJQ78,TFMTXT2163DCP,1 Lithium Ion batteries required. (included),Android 11.0,32 GB,Bluetooth,"Bluetooth, Wi-Fi, USB",True,Sorry bro,Sorry bro,Wireless,Touchscreen,1080 x 2340,"Rear, Front",Slate,Blue,4000,"Phone, Charger, USB Cable, SIM Card, Manual",No,"December 20, 2021",32 GB,6.5 Inches,3 GB,15%,4%,63%,Sorry bro,Sorry bro,"{'Value for money': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Size': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Phone quality': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Slackness': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Connectivity': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}}"
Blackberry Curve 9320 GSM Unlocked Phone,3.5,2 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy A54 5G S-View Wallet Phone Case, Protective Cover w/Card Holder Slot, Finger Tap Display Window, US Version, EF-ZA546CGEGUS, Lime",3.7,4 ratings,$22.76,$18.99,0%,SAMSUNG,6.35 x 3.2 x 0.58 inches,3.59 ounces,B0BZWTYVMG,EF-ZA546CGEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Card Slot,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Wallet,Yellow,Sorry bro,Card Holder,Samsung,"March 31, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,33%,Sorry bro,Sorry bro,{}
"Samsung Galaxy A35 5G + 4G LTE (128GB + 8GB) (Tmobile Mint Tello & Global) Unlocked GSM SM-A356E/DS 6.6"" 120Hz 50MP Triple + (25W Wall Dual Charger) (Awesome Navy 1. Year Latin America)",4.4,87 ratings,$296.96,Sorry bro,0%,SAMSUNG,Sorry bro,1.1 pounds,B0CVQG1YMF,SM-A356BZKBEUB,1 D batteries required. (included),Android 14 with Samsung One UI 6.1,8,"Bluetooth, Cellular, Wi-Fi, NFC","Bluetooth, Wi-Fi, USB, NFC",True,Dual SIM,Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Bar,Awesome Navy 1. Year Latin America,5000 Milliamp Hours,"Bundle 25W Wall charger With dual USB, SIM Tray Ejector, USB Cable",No,"March 20, 2024",128 GB,Sorry bro,8 GB,Sorry bro,24%,Sorry bro,Sorry bro,Sorry bro,{}
Motorola Defy (2021) Dual-SIM 64GB ROM + 4GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Green) - International Version,3.5,9 ratings,$99.00,Sorry bro,0%,Motorola,10 x 2 x 2.7 inches,8.2 ounces,B09QQTSGTP,5060472352606,Sorry bro,Android 10.0,4 GB,Cellular,Wi-Fi,False,"Dual SIM, Water Resistant",LCD,Wireless,Microphone,720 x 1600,"Rear, Front",Smartphone,Green,5000,"SIM Tray Ejector, USB Cable",Motorola,"September 13, 2021",64 GB,6.5 Inches,4 GB,Sorry bro,Sorry bro,Sorry bro,12%,31%,{}
"Motorola Moto G41 | 4+128GB | [XT2167-1] | 4G LTE | 6.4"" FHD+ OLED | 48MP Camera 5000mAh Battery | GSM Unlocked - (Black)",4.5,2 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Z Flip3 Clear Cover with Ring - Official Case - Plastic,Foldable, Transparent",4.2,"2,760 ratings",$14.99,$14.99,40%,SAMSUNG,30.04 x 4.13 x 66.89 inches,0.001 ounces,B098KKKYMB,EF-QF711CTEGWW,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,No,"August 11, 2021",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,Sorry bro,12%,Sorry bro,"{'Design': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Protection': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of installation': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone case': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'MIXED'}, 'Adhesive strength': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'MIXED'}}"
G920A,4.1,"1,943 ratings",$62.95,Sorry bro,0%,SAMSUNG,2.78 x 0.27 x 5.65 inches,4.9 ounces,B00V5LZUWQ,Galaxy S6,1 Lithium Ion batteries required. (included),Android,32 GB,Sorry bro,Wi-Fi,Sorry bro,"bluetooth-enabled, smartphone, dual-camera, built-in-gps, touchscreen, lte",Sorry bro,Wireless,Touchscreen with Stylus Support,Sorry bro,16 MP,Smartphone,Black,Sorry bro,"Pre-Installed SIM Card, Wall Charger, Galaxy S6, USB Cable, Quick Start Guide",Yes,"March 27, 2015",32 GB,5.1 Inches,Sorry bro,Sorry bro,Sorry bro,3%,Sorry bro,61%,"{'Phone quality': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'MIXED'}, 'Scratch resistance': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'NEGATIVE'}, 'Charging capability': {'pos_rev': '335', 'neg_rev': '44', 'tone': 'NEGATIVE'}}"
Tracfone 90 Day Prepaid Wireless Phone Plans - Pay As You Go,4.4,"1,334 ratings",Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motorola Moto G41 | 4+128GB | [XT2167-1] | 4G LTE | 6.4"" FHD+ OLED | 48MP Camera 5000mAh Battery | GSM Unlocked - (Black)",4.5,2 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry Curve 9320 GSM Unlocked Phone,3.5,2 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motorola Moto G15 4G LTE (XT2521-2) 4+256GB Dual Sim | GSM Unlocked | International Model | for T-Mobile, Metro PCS, Mint & Tello - (Green)",Sorry bro,Sorry bro,$153.98,Sorry bro,0%,Motorola,Sorry bro,2.2 pounds,B0DTC17BX1,XT2521-2,1 Lithium Polymer batteries required. (included),Android 15,Sorry bro,Sorry bro,Bluetooth,True,Dual SIM,Sorry bro,Wireless,Touchscreen,1080 x 2400,50mp Main Camera,Smartphone,Green,5200 Milliamp Hours,USB Cable,Motorola,"January 22, 2025",256 GB,6.72 Inches,4 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Motorola Razr 40 Dual-Sim 256GB ROM + 8GB RAM (GSM Only | No CDMA) Factory Unlocked 5G Smartphone (Sage Green) - International Version,Sorry bro,Sorry bro,$399.99,$259.99,0%,Motorola,5.76 x 4.38 x 4.54 inches,12.9 ounces,B0C7R2CLX7,S9133209,Sorry bro,Android 13.0,8 GB,Cellular,USB,True,Sorry bro,Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Foldable Screen,Sage Green,4200,"[USB Cable, Power Adapter]",Motorola,"June 12, 2023",256 GB,6.5,8 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"Samsung Galaxy A35 5G + 4G LTE (128GB + 8GB) (Tmobile Mint Tello & Global) Unlocked GSM SM-A356E/DS 6.6"" 120Hz 50MP Triple + (25W Wall Dual Charger) (Awesome Navy 1. Year Latin America)",4.4,87 ratings,$296.96,Sorry bro,0%,SAMSUNG,Sorry bro,1.1 pounds,B0CVQG1YMF,SM-A356BZKBEUB,1 D batteries required. (included),Android 14 with Samsung One UI 6.1,8,"Bluetooth, Cellular, Wi-Fi, NFC","Bluetooth, Wi-Fi, USB, NFC",True,Dual SIM,Sorry bro,Wireless,Touchscreen,1080 x 2340,Front,Bar,Awesome Navy 1. Year Latin America,5000 Milliamp Hours,"Bundle 25W Wall charger With dual USB, SIM Tray Ejector, USB Cable",No,"March 20, 2024",128 GB,Sorry bro,8 GB,Sorry bro,24%,Sorry bro,Sorry bro,Sorry bro,{}
"SAMSUNG Galaxy A54 5G Haze Grip Phone Case, Protective Cover w/Detachable Straps, US Version, EF-XA546CWEGUS, White",3.6,11 ratings,$6.92,$16.99,0%,SAMSUNG,7.44 x 3.4 x 0.62 inches,2.39 ounces,B0BZWTH3HB,EF-XA546CWEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,White,Sorry bro,Sorry bro,Samsung,"March 31, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,42%,Sorry bro,{}
"Tracfone Motorola Moto g Pure, 32GB, Blue - Prepaid Smartphone (Locked)",4.2,"2,973 ratings",$82.79,Sorry bro,0%,TracFone,6.51 x 2.97 x 0.35 inches,6.6 ounces,B09NWDJQ78,TFMTXT2163DCP,1 Lithium Ion batteries required. (included),Android 11.0,32 GB,Bluetooth,"Bluetooth, Wi-Fi, USB",True,Sorry bro,Sorry bro,Wireless,Touchscreen,1080 x 2340,"Rear, Front",Slate,Blue,4000,"Phone, Charger, USB Cable, SIM Card, Manual",No,"December 20, 2021",32 GB,6.5 Inches,3 GB,15%,4%,63%,Sorry bro,Sorry bro,"{'Value for money': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Size': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Phone quality': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Slackness': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}, 'Connectivity': {'pos_rev': '95', 'neg_rev': '9', 'tone': 'MIXED'}}"
"SAMSUNG Galaxy S9 (64GB, 4GB RAM) 5.8"" QHD+ Display, IP68 Water Resistance, 3000mAh Battery - GSM/CDMA Unlocked (AT&T/T-Mobile/Verizon/Sprint) w/US Warranty - SM-G960U (Midnight Black)",4.0,353 ratings,$118.00,Sorry bro,0%,SAMSUNG,6 x 4 x 4 inches,5.7 ounces,B07WVRJQ7V,SM-G960U,1 Lithium Ion batteries required. (included),Android 8,4 GB,Cellular,Bluetooth,True,Sorry bro,AMOLED,Wireless,Touchscreen,"2560 x 1440, 1440 x 2960","Rear, Front",Smartphone,black,Sorry bro,"Adapter, USB Cable",Samsung,"March 22, 2019",4 GB,5.8 Inches,4 GB,Sorry bro,Sorry bro,3%,12%,61%,"{'Phone quality': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone condition': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'MIXED'}, 'Phone lock': {'pos_rev': '15', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
Samsung EHS64AVFWE 3.5mm EHS64 Stereo Headset with Remote and Mic - Original OEM - Non-Retail Packaging - White,4.1,"3,463 ratings",$9.98,$74.99,0%,SAMSUNG,4 x 1 x 3 inches,9.07 g,B00D8YYY0M,EHS64AVFWE,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"Microphone, Lightweight",Sorry bro,CE,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"November 2, 2012",Sorry bro,Sorry bro,Sorry bro,15%,4%,Sorry bro,Sorry bro,61%,"{'Value for money': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'MIXED'}, 'Sound quality': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'MIXED'}, 'Durability': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'MIXED'}, 'Fit': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'MIXED'}, 'Volume control': {'pos_rev': '72', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
Nokia Lumia 520 8GB Unlocked GSM Windows 8 OS Cell Phone - Yellow,2.8,53 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy S10+ Factory Unlocked Android Cell Phone | US Version | 512GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | Ceramic White,3.6,172 ratings,$863.06,Sorry bro,0%,Samsung Electronics,6.24 x 2.92 x 0.31 inches,2 ounces,B07N4GKVZZ,SM-G975UCWEXAA,1 Lithium Polymer batteries required. (included),Android 9.0,1 GB,Wi-Fi::Bluetooth::Wi-Fi Direct::NFC,Wireless,"GPS,Glonass,Galileo",Sorry bro,AMOLED,Wireless,Buttons,3040 x 1440,Front,Smartphone,White,Sorry bro,PLACEHOLDER,Samsung,"February 21, 2019",512 GB,6.4 Inches,Sorry bro,55%,24%,Sorry bro,Sorry bro,Sorry bro,"{'Design': {'pos_rev': '11', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '11', 'neg_rev': '0', 'tone': 'MIXED'}, 'Wifi connectivity': {'pos_rev': '11', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
Sony MDRXB600IP EX Headphones for iPod/iPhone/iPad,3.8,93 ratings,$97.95,$29.99,0%,Sony,6 x 4 x 8 inches,16 Ounces,B00A7R9KWK,MDRXB600IP,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sony,"November 12, 2012",Sorry bro,Sorry bro,Sorry bro,45%,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Sound quality': {'pos_rev': '28', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '28', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '28', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Look': {'pos_rev': '28', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '28', 'neg_rev': '3', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '28', 'neg_rev': '3', 'tone': 'MIXED'}}"
